channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
14,1,0,-3.77,1.394,True,301,jardin_botanique,ANQ493,32.754,1.26,-25,0,0,-2.53,1.202,11.639,25.766,39.516,-10,-20,-30,-1.606,11.643,1.23,0,unavailable,0,0,0,,,0,11,-10,-195,56094,3523,0,116.74,41.8,3824,12210.405,209,26148,0,0,5302,0
15,1,0,2.5,1.21,True,0,jardin_botanique,ANQ493,-38.388,1.282,-25,0,0,-69.114,1.562,-56.581,-44.609,-32.387,-10,-20,-30,-56.806,-56.518,1.361,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,20422,,,0,39187.075,0,9168,0,0,0,0
16,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
17,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,8702.53,0,0,0,0,0,0
18,1,0,1.69,2.548,False,0,jardin_botanique,ANQ493,74.887,1.254,-25,0,0,11.245,1.13,36.627,62.02,87.582,-10,-20,-30,4.365,37.027,1.149,2879,multiple,0,114,0,165.98,4.37,0,11,-10,-195,56094,0,0,,,0,1253.092,1054,38046,0,0,4385,0
19,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
20,1,0,0.4,0.138,False,0,jardin_botanique,ANQ493,1.357,1.042,-25,0,0,-1.882,1.146,-0.674,0.682,2.078,-10,-20,-30,-14.947,-0.67,1.106,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,27804.515,0,31413,0,0,0,0
21,1,0,0.08,0.149,False,0,jardin_botanique,ANQ493,2.913,1.02,-25,0,0,-0.701,0.975,0.723,2.205,3.695,-10,-20,-30,-5.144,0.733,1.008,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,260,,,0,17093.546,0,29343,0,0,0,0
22,1,0,-0.53,0.186,False,0,jardin_botanique,ANQ493,2.641,1.056,-25,0,0,-2.087,1.032,-0.089,1.795,3.626,-10,-20,-30,-10.432,-0.11,1.025,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,12110.827,0,31413,0,0,0,0
23,1,0,-0.14,0.065,False,0,jardin_botanique,ANQ493,-0.818,1.037,-25,0,0,-2.389,1.012,-1.756,-1.098,-0.454,-10,-20,-30,-36.937,-1.776,1.022,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,24931.67,0,27470,0,0,0,0
24,1,0,-0.16,0.06,False,0,jardin_botanique,ANQ493,0.823,0.996,-25,0,0,-0.684,1.014,-0.061,0.55,1.145,-10,-20,-30,-10.968,-0.042,0.991,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,31527,0,0,0,0
25,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
26,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,2203.061,0,0,0,0,0,0
27,1,6219,0.24,0.258,False,3245,jardin_botanique,ANQ493,-7.033,1.089,-25,1,1,-13.389,1.229,-10.867,-8.296,-5.701,-10,-20,-30,-52.086,-10.815,1.142,0,single_pore,0,5920,0,241.73,2.21,0,11,-10,-195,56094,9787,10039,79.76,28.0,25171,55540.032,47,8069,0,0,235,0
28,1,0,-0.4,0.084,False,0,jardin_botanique,ANQ493,-1.781,1.035,-25,0,0,-3.943,1.04,-3.064,-2.207,-1.39,-10,-20,-30,-46.522,-3.092,1.026,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,37085.953,0,27470,0,0,0,0
29,1,0,1.75,2.567,False,0,jardin_botanique,ANQ493,77.272,1.282,-25,0,0,12.732,1.062,38.799,64.378,90.132,-10,-20,-30,5.105,33.774,1.691,5671,multiple,0,102,0,212.55,4.89,0,11,-10,-195,56094,0,0,,,0,1253.092,519,23945,0,0,5229,0
30,1,2343,-2.37,1.271,True,3823,jardin_botanique,ANQ493,23.188,1.031,-25,1,1,-8.938,1.002,4.132,16.96,29.551,-10,-20,-30,-6.718,4.138,1.001,0,single_pore,0,1643,0,263.93,4.47,0,11,-10,-195,56094,7434,4020,100.21,36.5,15243,28409.375,0,21295,0,0,5510,0
31,1,0,-0.32,0.071,False,0,jardin_botanique,ANQ493,-1.233,1.026,-25,0,0,-3.118,1.045,-2.403,-1.68,-0.989,-10,-20,-30,-43.909,-2.489,1.012,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,22925.563,0,31530,0,0,0,0
32,1,1158,-0.94,1.336,True,267,jardin_botanique,ANQ493,32.65,1.031,-25,1,1,-1.055,0.992,12.6,26.011,39.328,-10,-20,-30,-0.56,12.64,0.978,0,single_pore,0,0,0,,,0,11,-10,-195,56094,12815,0,112.94,35.5,14240,14130.139,109,26929,0,0,2755,0
33,1,0,-0.38,0.067,False,0,jardin_botanique,ANQ493,0.449,1.038,-25,0,0,-1.259,1.015,-0.498,0.194,0.848,-10,-20,-30,-17.306,-0.537,1.019,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,17543.296,0,31413,0,0,0,0
34,1,0,-17.61,2.926,False,0,jardin_botanique,ANQ493,91.682,4.6,-25,0,0,14.282,1.116,47.581,77.725,106.108,-10,-20,-30,6.352,49.404,1.092,2097,saturated,0,40658,0,227.06,4.31,0,11,-10,-195,56094,0,0,,,0,1253.092,320,665,0,40,3723,0
35,1,0,0.02,0.066,False,0,jardin_botanique,ANQ493,0.821,1.018,-25,0,0,-0.826,1.02,-0.139,0.516,1.173,-10,-20,-30,-12.124,-0.175,1.024,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,31413,0,0,0,0
36,1,0,-0.01,0.062,False,0,jardin_botanique,ANQ493,1.047,1.067,-25,0,0,-0.523,1.077,0.161,0.783,1.404,-10,-20,-30,-7.407,0.15,1.065,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,27470,0,0,0,0
37,1,0,1.19,0.063,False,0,jardin_botanique,ANQ493,-0.339,1.129,-25,0,0,-2.05,1.106,-1.342,-0.772,-0.083,-10,-20,-30,-31.599,-1.386,1.096,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,6673.827,0,27470,0,0,0,0
38,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
39,1,0,0.05,0.076,False,0,jardin_botanique,ANQ493,-1.141,1.181,-25,0,0,-3.053,1.171,-2.243,-1.487,-0.726,-10,-20,-30,-39.582,-2.291,1.192,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,40695.295,0,25130,0,0,0,0
40,1,0,1.57,0.254,False,0,jardin_botanique,ANQ493,0.134,1.061,-25,0,0,-5.707,1.161,-3.4,-0.941,1.675,-10,-20,-30,-23.501,-3.604,1.046,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,15876.218,60,35234,0,0,197,0
41,1,0,-0.88,0.073,False,0,jardin_botanique,ANQ493,-0.252,1.036,-25,0,0,-2.266,1.027,-1.401,-0.631,0.051,-10,-20,-30,-29.084,-1.397,1.041,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,17474.671,0,27470,0,0,0,0
42,1,0,57.19,0.516,False,0,jardin_botanique,ANQ493,-24.306,2.047,-25,0,0,-33.765,6.412,-27.902,-25.599,-17.577,-10,-20,-30,-61.636,-26.65,7.695,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,50055.764,0,25208,0,0,0,0
43,1,0,-14.27,0.341,False,0,jardin_botanique,ANQ493,17.009,3.608,-25,0,0,2.011,1.063,6.55,10.677,13.377,-10,-20,-30,9.456,8.54,2.432,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,6685.483,178,28409,0,0,313,0
44,1,0,-1.3,1.216,True,8132,jardin_botanique,ANQ493,31.333,1.928,-25,0,0,0.811,0.987,13.369,25.598,37.697,-10,-20,-30,1.008,13.676,1.275,0,unavailable,0,14,0,268.23,4.77,0,11,-10,-195,56094,0,0,,,8146,34288.531,253,24527,0,0,683,0
45,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
46,1,4537,7.28,1.396,True,1263,jardin_botanique,ANQ493,-34.726,1.113,-25,1,1,-69.932,1.491,-56.097,-42.498,-28.171,-10,-20,-30,-50.256,-55.379,1.496,0,single_pore,0,3818,0,218.2,2.23,0,11,-10,-195,56094,4067,28201,66.42,25.1,13685,55455.466,0,2173,0,0,0,0
47,1,0,0.09,0.056,False,0,jardin_botanique,ANQ493,0.888,1.027,-25,0,0,-0.474,0.999,0.113,0.666,1.228,-10,-20,-30,-8.0,0.06,1.007,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,31523,0,0,0,0
48,1,0,-5.8,0.288,False,0,jardin_botanique,ANQ493,-1.024,1.089,-25,0,0,-7.745,1.366,-5.624,-2.453,0.138,-10,-20,-30,-29.155,-5.624,1.139,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,31373.344,0,31516,0,0,0,0
49,1,0,0.52,0.058,False,0,jardin_botanique,ANQ493,0.829,1.072,-25,0,0,-0.655,1.062,0.034,0.584,1.186,-10,-20,-30,-9.567,-0.052,1.063,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,6436.155,0,27470,0,0,0,0
50,1,0,0.15,0.029,False,0,jardin_botanique,ANQ493,-1.479,0.856,-25,0,0,-2.247,0.861,-1.914,-1.632,-1.335,-10,-20,-30,-76.188,-1.954,0.831,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
51,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
52,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
53,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,22786.765,0,0,0,0,0,0
54,1,0,-2.77,1.416,False,0,jardin_botanique,ANQ493,29.2,1.114,-25,0,0,-7.013,1.049,7.629,21.928,35.95,-10,-20,-30,-4.58,7.467,1.039,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,12105.28,0,25137,0,0,9997,0
55,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,20393.874,0,0,0,0,0,0
56,1,0,-8.49,0.13,False,0,jardin_botanique,ANQ493,1.321,1.058,-25,0,0,-2.215,1.032,-0.843,0.877,1.748,-10,-20,-30,-15.573,-0.888,1.031,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,22173.046,0,29594,0,0,0,0
57,1,9084,-1.92,0.269,False,2110,jardin_botanique,ANQ493,-8.836,1.116,-25,1,1,-15.446,1.242,-12.792,-10.005,-7.41,-10,-20,-30,-57.401,-12.797,1.143,0,single_pore,0,4263,0,234.18,2.41,0,11,-10,-195,56094,14601,0,69.36,26.3,30058,55456.249,0,13100,0,0,0,0
58,1,0,0.01,0.102,False,0,jardin_botanique,ANQ493,0.527,1.067,-25,0,0,-2.279,1.016,-1.252,-0.231,0.791,-10,-20,-30,-22.258,-1.263,1.006,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,24515.045,0,29583,0,0,0,0
59,1,0,0.39,0.057,False,0,jardin_botanique,ANQ493,-2.437,1.02,-25,0,0,-3.871,1.002,-3.236,-2.69,-2.105,-10,-20,-30,-67.32,-3.29,1.032,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,46070.873,0,0,0,0,0,40320
60,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
61,1,0,7.91,0.304,False,0,jardin_botanique,ANQ493,4.789,1.133,-25,0,0,-1.862,1.106,0.501,3.142,6.574,-10,-20,-30,-8.847,0.448,1.07,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,5982.857,0,27470,0,0,0,0
62,1,0,-0.07,0.056,False,0,jardin_botanique,ANQ493,0.571,1.012,-25,0,0,-0.755,1.008,-0.193,0.366,0.918,-10,-20,-30,-13.453,-0.225,1.01,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,27470,0,0,0,0
63,1,0,-0.29,0.035,False,0,jardin_botanique,ANQ493,-1.885,0.911,-25,0,0,-2.685,0.899,-2.405,-2.038,-1.7,-10,-20,-30,-78.057,-2.36,0.896,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44379
64,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
65,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
66,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
67,1,0,0.32,0.046,False,0,jardin_botanique,ANQ493,-0.335,0.866,-25,0,0,-1.469,0.864,-0.988,-0.548,-0.076,-10,-20,-30,-31.779,-1.021,0.88,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
68,1,662,-1.21,1.361,True,483,jardin_botanique,ANQ493,19.654,1.074,-25,1,1,-14.343,1.07,-0.619,13.055,26.608,-10,-20,-30,-10.44,-0.643,1.043,0,single_pore,0,0,0,,,0,11,-10,-195,56094,15350,0,102.6,36.8,16495,30944.64,73,25647,0,0,3023,0
69,1,9640,-0.05,1.367,True,3727,jardin_botanique,ANQ493,-8.963,1.054,-25,1,1,-42.924,1.114,-29.337,-15.666,-2.0,-10,-20,-30,-31.463,-29.384,1.081,0,single_pore,0,2166,0,249.28,3.08,0,11,-10,-195,56094,6662,9739,80.17,34.8,22195,52853.344,10,14567,0,0,0,0
70,1,0,9.79,0.247,False,0,jardin_botanique,ANQ493,0.83,0.961,-25,0,0,-4.431,0.979,-2.354,-0.377,2.579,-10,-20,-30,-20.203,-2.395,0.979,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,22959.219,0,29537,0,0,0,0
71,1,0,0.08,0.054,False,0,jardin_botanique,ANQ493,0.479,0.877,-25,0,0,-0.864,0.901,-0.309,0.224,0.765,-10,-20,-30,-15.779,-0.311,0.898,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,16604,0,0,0,15687
72,1,0,0.36,0.051,False,0,jardin_botanique,ANQ493,0.143,0.826,-25,0,0,-1.114,0.829,-0.607,-0.114,0.415,-10,-20,-30,-21.995,-0.616,0.823,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
73,1,0,1.97,0.627,True,240,jardin_botanique,ANQ493,18.973,3.784,-25,0,0,-2.835,1.175,3.837,10.011,16.382,-10,-20,-30,-3.936,3.142,2.607,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,240,16557.155,342,26903,0,0,0,0
74,1,0,-0.03,0.049,False,0,jardin_botanique,ANQ493,-3.88,1.117,-25,0,0,-4.989,1.119,-4.497,-4.008,-3.522,-10,-20,-30,-102.236,-4.521,1.095,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,42429.623,0,0,0,0,0,40768
75,1,0,0.3,0.053,False,0,jardin_botanique,ANQ493,-1.701,1.133,-25,0,0,-3.027,1.154,-2.42,-1.908,-1.366,-10,-20,-30,-56.005,-2.518,1.117,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,26767.109,0,21425,0,0,0,3774
76,1,0,-1.35,1.228,True,0,jardin_botanique,ANQ493,31.651,2.688,-25,0,0,0.324,1.111,13.29,25.638,37.851,-10,-20,-30,0.84,13.173,1.143,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,5034.374,0,29537,0,0,0,0
77,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,5018.498,0,0,0,0,0,0
78,1,0,-0.88,2.628,False,0,jardin_botanique,ANQ493,75.437,1.272,-25,0,0,9.446,1.155,36.239,62.566,88.805,-10,-20,-30,3.794,36.142,1.368,451,multiple,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,2086.467,2869,9615,0,0,33470,0
79,1,7052,-6.06,1.428,False,937,jardin_botanique,ANQ493,-73.886,1.238,-25,1,1,-108.552,10.697,-95.593,-81.011,-67.035,-10,-20,-30,-76.867,-95.53,1.322,0,single_pore,0,37272,0,173.73,1.66,0,11,-10,-195,56094,0,0,,,45261,44606.905,0,498,0,0,0,0
80,1,0,0.74,0.066,False,0,jardin_botanique,ANQ493,0.375,0.996,-25,0,0,-1.302,0.974,-0.568,0.052,0.746,-10,-20,-30,-18.834,-0.628,0.977,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,14052.077,0,31413,0,0,0,0
81,1,0,-0.52,0.173,False,0,jardin_botanique,ANQ493,5.338,1.168,-25,0,0,0.909,1.04,2.705,4.457,6.157,-10,-20,-30,5.72,1.401,1.017,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,4669.468,0,31413,0,0,0,0
82,1,0,-0.06,0.038,False,0,jardin_botanique,ANQ493,0.357,0.831,-25,0,0,-0.58,0.82,-0.199,0.179,0.551,-10,-20,-30,-15.28,-0.197,0.825,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
83,1,0,-17.49,0.514,False,0,jardin_botanique,ANQ493,4.982,3.597,-25,0,0,-1.854,1.31,4.207,10.224,14.492,-10,-20,-30,-1.431,4.269,1.478,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,12109.108,0,29612,0,0,0,0
84,1,0,-1.37,0.097,False,0,jardin_botanique,ANQ493,0.959,0.967,-25,0,0,-1.342,0.968,-0.471,0.564,1.462,-10,-20,-30,-14.646,-0.526,0.954,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,9012.483,0,31414,0,0,0,0
85,1,0,-0.26,0.042,False,0,jardin_botanique,ANQ493,0.333,0.868,-25,0,0,-0.688,0.865,-0.301,0.131,0.537,-10,-20,-30,-17.081,-0.27,0.889,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
86,1,0,-0.67,0.089,False,0,jardin_botanique,ANQ493,0.196,1.065,-25,0,0,-2.032,1.043,-1.122,-0.2,0.655,-10,-20,-30,-22.501,-1.144,1.05,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,24991.719,0,27470,0,0,0,0
87,1,0,-0.51,0.051,False,0,jardin_botanique,ANQ493,-0.441,1.082,-25,0,0,-1.747,1.053,-1.174,-0.634,-0.145,-10,-20,-30,-32.643,-1.23,1.062,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,11898.874,0,27470,0,0,0,0
88,1,0,-0.77,0.236,False,0,jardin_botanique,ANQ493,0.366,1.1,-25,0,0,-5.187,1.053,-3.058,-0.661,1.659,-10,-20,-30,-22.911,-2.99,1.063,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,33259.125,0,25190,0,0,0,0
89,1,0,1.08,0.033,False,0,jardin_botanique,ANQ493,-17.905,0.919,-25,0,0,-18.972,0.918,-18.316,-18.04,-17.656,-10,-20,-30,-560.749,-18.351,0.923,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
90,1,0,-0.46,0.045,False,0,jardin_botanique,ANQ493,0.051,1.017,-25,0,0,-1.056,1.007,-0.624,-0.155,0.268,-10,-20,-30,-23.816,-0.596,1.02,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44324
91,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
92,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,28276.625,0,0,0,0,0,0
93,1,0,-23.17,0.738,True,186,jardin_botanique,ANQ493,0.281,1.181,-25,0,0,-15.204,4.951,-11.741,-3.205,3.014,-10,-20,-30,-25.347,-9.126,3.126,0,unavailable,0,50,0,273.45,3.21,0,11,-10,-195,56094,0,0,,,236,33809.453,197,29843,0,0,128,0
94,1,0,-0.56,0.042,False,0,jardin_botanique,ANQ493,-0.253,0.865,-25,0,0,-1.303,0.853,-0.875,-0.432,-0.045,-10,-20,-30,-30.843,-0.908,0.855,0,zero,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,44352
95,1,0,-2.51,1.261,True,0,jardin_botanique,ANQ493,36.8,1.107,-25,0,0,4.783,1.028,17.788,30.521,43.003,-10,-20,-30,4.141,17.952,1.064,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,6689.061,0,31100,0,0,3906,0
96,1,0,1.47,0.128,False,0,jardin_botanique,ANQ493,-0.082,0.991,-25,0,0,-2.602,0.968,-1.933,-0.731,0.618,-10,-20,-30,-25.341,-1.604,0.972,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,28392.344,0,25130,0,0,0,0
97,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
98,1,0,211.96,1.378,False,571,jardin_botanique,ANQ493,19.276,1.083,-25,1,1,-5.323,1.056,-2.383,0.798,25.175,-10,-20,-30,-15.233,-2.514,1.043,0,single_pore,0,0,0,,,0,11,-10,-195,56094,11749,0,101.99,37.0,12320,25128.935,52,18411,0,0,12808,0
99,1,12797,0.36,1.335,True,4758,jardin_botanique,ANQ493,8.871,1.122,-25,1,1,-24.516,1.143,-11.114,2.216,15.582,-10,-20,-30,-18.331,-11.029,1.128,0,single_pore,0,1040,0,266.92,3.09,0,11,-10,-195,56094,7317,8873,88.56,31.4,25912,31283.563,0,8376,0,0,3964,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
101,1,0,-0.07,0.049,False,0,jardin_botanique,ANQ493,0.553,1.094,-25,0,0,-0.695,1.054,-0.132,0.36,0.845,-10,-20,-30,-12.678,-0.187,1.05,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,27470,0,0,0,0
102,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
103,1,0,15.07,0.173,False,0,jardin_botanique,ANQ493,0.762,1.672,-25,0,0,-2.209,1.167,-1.228,-0.25,2.235,-10,-20,-30,-18.629,-1.266,1.188,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,20966.5,0,29179,0,0,0,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
105,1,0,13.61,0.272,False,0,jardin_botanique,ANQ493,4.402,1.07,-25,0,0,-1.323,1.048,0.188,2.226,5.625,-10,-20,-30,-10.345,1.329,1.072,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,17281.53,0,27447,0,0,0,0
106,1,0,1.09,0.103,False,0,jardin_botanique,ANQ493,0.482,1.017,-25,0,0,-2.101,1.0,-1.045,-0.073,1.008,-10,-20,-30,-20.357,-1.1,1.001,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,17541.671,0,29189,0,0,0,0
107,1,0,3.37,0.111,False,0,jardin_botanique,ANQ493,0.017,1.04,-25,0,0,-2.842,0.97,-1.571,-0.626,0.656,-10,-20,-30,-24.578,-1.673,1.0,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,25906.359,0,29198,0,0,0,0
108,1,0,0.04,0.07,False,0,jardin_botanique,ANQ493,-1.102,1.022,-25,0,0,-2.851,0.995,-2.121,-1.42,-0.715,-10,-20,-30,-40.18,-2.141,1.011,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,35700.703,0,27470,0,0,0,0
109,1,0,31.02,0.826,True,494,jardin_botanique,ANQ493,10.085,1.596,-25,0,0,-11.222,2.577,-1.857,4.855,14.669,-10,-20,-30,-12.956,-1.921,1.169,0,unavailable,0,0,0,,,0,11,-10,-195,56094,0,0,,,494,17525.625,210,28416,0,0,0,0
110,1,0,,,,0,jardin_botanique,ANQ493,,,-25,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,11,-10,-195,56094,0,0,,,0,1253.092,0,0,0,0,0,0
111,1,14111,1.48,1.279,True,1552,jardin_botanique,ANQ493,-51.603,1.178,-25,1,1,-84.284,2.044,-70.882,-58.163,-45.296,-10,-20,-30,-65.426,-71.157,1.295,0,single_pore,0,10210,0,185.76,1.92,0,11,-10,-195,56094,4014,0,52.1,27.6,29887,50091.407,93,12400,0,0,0,0
