channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
97,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
98,1,0,-3.76,0.985,True,0,jardin_botanique,ANQ493,-0.697,1.332,5,0,0,4.572,1.32,4.489,14.531,24.197,0,-10,-20,-5.383,-0.704,1.307,0,unavailable,0,0,0,,,10,2,5,-180,5614,0,0,,,0,5546.733,85,31116,0,0,0,0
99,1,7927,-2.31,0.995,True,4952,jardin_botanique,ANQ493,-0.279,1.253,5,1,1,4.941,1.259,4.919,14.981,24.812,0,-10,-20,-5.017,-0.276,1.257,0,single_pore,0,2462,0,221.77,3.12,10,2,5,-180,5614,12458,8303,81.72,34.5,27799,5546.733,7,11027,0,0,0,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
101,1,0,-1.47,0.019,False,0,jardin_botanique,ANQ493,-0.884,1.238,5,0,0,-1.012,1.235,-0.994,-1.111,-1.375,0,-10,-20,38.014,-0.885,1.239,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,40320
102,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
103,1,0,-34.28,0.605,True,0,jardin_botanique,ANQ493,4.674,1.463,5,1,1,6.511,1.442,6.525,14.293,18.633,0,-10,-20,1.156,2.323,1.417,0,single_pore,0,10555,0,160.3,2.31,10,2,5,-180,5614,0,0,,,10555,110.764,37,22816,0,0,0,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
105,1,1086,-4.39,0.986,True,2735,jardin_botanique,ANQ493,0.991,1.347,5,1,1,6.079,1.364,6.139,16.214,25.85,0,-10,-20,-3.699,0.997,1.318,0,single_pore,0,326,0,182.75,2.97,10,2,5,-180,5614,7606,0,56.93,28.0,11753,110.764,0,24717,0,0,0,0
106,1,5697,0.92,1.034,True,9050,jardin_botanique,ANQ493,-0.966,1.302,5,1,1,4.518,1.326,4.372,14.667,25.054,0,-10,-20,-5.787,-0.895,1.318,0,single_pore,0,4188,0,240.51,3.09,10,2,5,-180,5614,0,4158,,,18935,5546.733,0,15850,0,0,48,0
107,1,5951,-2.42,1.015,True,4680,jardin_botanique,ANQ493,-1.674,1.225,5,1,1,3.227,1.252,3.67,13.938,23.964,0,-10,-20,-6.344,-1.674,1.256,0,single_pore,0,4293,0,227.32,2.95,10,2,5,-180,5614,6626,0,82.68,34.0,21550,5530.483,29,21574,0,0,0,0
108,1,5979,-2.81,1.015,True,9679,jardin_botanique,ANQ493,-0.087,1.282,5,1,1,5.338,1.284,5.38,15.675,25.689,0,-10,-20,-4.657,0.016,1.297,0,single_pore,0,5123,0,230.22,3.06,10,2,5,-180,5614,12899,2786,83.17,33.3,33680,5546.733,0,8071,0,0,0,0
109,1,597,-4.57,1.044,True,4072,jardin_botanique,ANQ493,-2.291,1.214,5,1,1,3.18,1.214,3.136,13.802,24.011,0,-10,-20,-6.925,-2.275,1.208,0,single_pore,0,30776,0,227.68,2.19,10,2,5,-180,5614,0,0,,,35445,5530.483,0,7004,0,0,0,0
110,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
111,1,7132,-2.95,0.999,True,8913,jardin_botanique,ANQ493,-2.217,1.179,5,1,1,3.078,1.193,3.026,13.163,23.005,0,-10,-20,-6.923,-2.153,1.193,0,single_pore,0,5428,0,218.99,2.29,10,2,5,-180,5614,14353,0,79.51,33.0,35826,5530.483,23,10867,0,0,0,0
112,1,1173,-86.15,0.315,False,302,jardin_botanique,ANQ493,3.789,1.534,5,0,0,7.746,2.201,8.772,16.234,15.081,0,-10,-20,6.123,3.829,1.557,0,unavailable,0,0,0,,,10,2,5,-180,5614,0,12082,,,1475,110.764,95,15216,0,0,0,0
113,1,9475,-4.38,0.993,True,14601,jardin_botanique,ANQ493,-1.283,1.283,5,1,1,4.057,1.281,4.037,14.182,23.889,0,-10,-20,-5.862,-1.326,1.273,0,single_pore,0,5207,0,224.63,3.04,10,2,5,-180,5614,4306,0,83.29,37.2,33589,5530.483,79,12341,0,0,0,0
114,1,0,-0.19,0.004,False,0,jardin_botanique,ANQ493,-2.772,0.876,5,0,0,-3.309,0.874,-3.132,-3.078,-3.043,0,-10,-20,-702.737,-3.071,0.882,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
115,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,213.124,0,0,0,0,0,0
116,1,3900,-1.31,1.046,True,3570,jardin_botanique,ANQ493,-0.299,1.507,5,1,1,5.22,1.499,5.255,15.785,26.184,0,-10,-20,-4.958,-0.283,1.521,0,single_pore,0,1551,0,234.89,2.96,10,2,5,-180,5614,6224,1998,88.02,33.8,15245,5546.733,0,21760,0,0,0,0
117,1,5752,-3.6,1.023,True,15102,jardin_botanique,ANQ493,-1.51,1.378,5,1,1,3.743,1.42,3.778,14.193,24.248,0,-10,-20,-6.252,-1.575,1.395,0,single_pore,0,4944,0,231.78,2.59,10,2,5,-180,5614,5239,0,85.53,35.6,31037,5530.483,17,12176,0,0,0,0
118,1,1201,-3.58,1.026,True,1084,jardin_botanique,ANQ493,-2.81,1.405,5,1,1,2.882,1.406,2.755,13.191,23.269,0,-10,-20,-7.257,-2.765,1.37,0,single_pore,0,18642,0,229.62,2.37,10,2,5,-180,5614,0,0,,,20927,5546.733,0,21371,0,0,0,0
119,1,0,-0.03,0.011,False,0,jardin_botanique,ANQ493,-2.141,0.882,5,0,0,-2.195,0.875,-2.181,-2.288,-2.398,0,-10,-20,190.954,-2.177,0.874,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
120,1,4020,-2.46,0.164,False,12061,jardin_botanique,ANQ493,-0.208,1.257,5,1,1,1.108,1.355,1.317,3.076,4.589,0,-10,-20,-1.734,-0.212,1.295,0,single_pore,0,6007,0,229.85,2.75,10,2,5,-180,5614,10512,0,81.22,31.1,32600,5546.733,0,11762,0,0,0,0
121,1,0,-0.16,0.011,False,0,jardin_botanique,ANQ493,-1.972,0.844,5,0,0,-2.031,0.842,-2.024,-2.13,-2.252,0,-10,-20,167.003,-2.036,0.85,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,44352
122,1,11968,-2.48,0.988,True,8372,jardin_botanique,ANQ493,-0.724,1.333,5,1,1,4.345,1.313,4.408,14.411,24.166,0,-10,-20,-5.497,-0.756,1.313,0,single_pore,0,4328,0,223.72,2.82,10,2,5,-180,5614,3344,0,78.73,32.5,28012,5530.483,0,15423,0,0,0,0
123,1,0,-0.83,0.012,False,0,jardin_botanique,ANQ493,-1.834,1.252,5,0,0,-1.867,1.227,-1.824,-1.904,-2.067,0,-10,-20,133.034,-1.852,1.255,0,zero,0,0,0,,,10,2,5,-180,5614,0,0,,,0,2538.421,0,0,0,0,0,40320
124,1,2720,-3.1,0.994,True,7172,jardin_botanique,ANQ493,-0.051,1.333,5,1,1,5.121,1.478,5.168,15.26,25.042,0,-10,-20,-4.748,0.032,1.305,0,single_pore,0,3420,0,212.18,3.03,10,2,5,-180,5614,2714,0,76.95,38.6,16026,5530.483,171,28612,0,0,0,0
125,1,0,,,,0,jardin_botanique,ANQ493,,,5,0,0,,,,,,0,-10,-20,,,,0,saturated,0,0,0,,,10,2,5,-180,5614,0,0,,,0,110.764,0,0,0,0,0,0
126,1,5431,-1.73,0.978,True,9705,jardin_botanique,ANQ493,-1.358,1.325,5,1,1,3.808,1.319,3.863,13.732,23.428,0,-10,-20,-6.022,-1.319,1.331,0,single_pore,0,5093,0,219.12,2.47,10,2,5,-180,5614,6241,1940,76.96,35.9,26470,5546.733,0,14800,0,0,0,0
1,1,6078,-4.28,1.082,True,12251,jardin_botanique,ANQ493,-0.458,1.417,0,1,1,-0.492,1.45,5.019,16.053,26.659,-5,-15,-25,-5.297,-0.448,1.429,0,single_pore,0,3169,0,242.12,2.66,5,3,0,-185,11227,2710,0,83.52,33.9,24208,11094.015,0,20682,0,0,0,0
2,1,0,-11.32,0.316,False,0,jardin_botanique,ANQ493,1.006,1.623,0,0,0,1.062,1.521,3.63,7.358,9.954,-5,-15,-25,1.843,1.166,1.534,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5657.718,0,25834,0,0,0,0
3,1,0,23.3,0.205,False,0,jardin_botanique,ANQ493,5.471,1.336,0,0,0,0.871,1.469,0.644,1.529,4.744,-5,-15,-25,-9.846,0.253,1.382,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,1187,,,0,5673.968,471,23332,0,0,0,0
4,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
5,1,3952,-4.61,1.108,True,8798,jardin_botanique,ANQ493,-1.668,1.264,0,1,1,-1.646,1.289,4.069,15.375,26.22,-5,-15,-25,-6.259,-1.597,1.275,0,single_pore,0,4167,0,239.81,2.48,5,3,0,-185,11227,11531,0,89.57,37.3,28448,11095.203,0,15111,0,0,0,0
6,1,0,4.06,1.091,True,0,jardin_botanique,ANQ493,5.702,1.238,0,0,0,5.96,1.245,11.562,22.272,33.388,-5,-15,-25,0.53,5.97,1.265,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5673.968,0,31607,0,0,360,0
7,1,7100,-2.98,1.056,True,5060,jardin_botanique,ANQ493,-0.191,1.219,0,1,1,-0.197,1.256,5.256,15.963,26.372,-5,-15,-25,-4.976,-0.171,1.244,0,single_pore,0,2419,0,236.2,3.04,5,3,0,-185,11227,0,0,,,14579,11094.015,13,28281,0,0,0,0
8,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
9,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
10,1,8009,-3.64,1.049,True,9683,jardin_botanique,ANQ493,1.427,1.19,0,1,1,1.495,1.179,6.837,17.507,27.813,-5,-15,-25,-3.425,1.467,1.195,0,single_pore,0,2404,0,237.02,3.03,5,3,0,-185,11227,0,4032,,,20096,11077.765,40,21879,0,0,25,0
11,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
12,1,0,-0.88,0.001,False,0,jardin_botanique,ANQ493,-1.144,1.269,0,0,0,-1.226,1.27,-1.185,-1.13,-1.163,-5,-15,-25,-186.411,-2.021,1.277,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,11111.984,0,25718,0,0,0,0
13,1,0,-0.86,0.033,False,0,jardin_botanique,ANQ493,-1.573,1.388,0,0,0,-1.552,1.399,-1.408,-1.038,-0.754,-5,-15,-25,-52.433,-1.577,1.402,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,10577.546,0,9743,0,0,0,24948
14,1,0,-9.41,0.817,True,0,jardin_botanique,ANQ493,3.404,1.903,0,0,0,3.654,2.021,6.672,15.314,23.015,-5,-15,-25,-1.663,2.298,1.781,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5673.968,78,286,0,0,0,44880
15,1,0,0.27,0.096,False,0,jardin_botanique,ANQ493,-1.258,1.216,0,0,0,-1.258,1.218,-1.005,-0.054,0.924,-5,-15,-25,-20.467,-1.197,1.244,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5673.968,0,26010,0,0,0,0
16,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
17,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,7687.437,0,0,0,0,0,0
18,1,0,0.14,2.037,False,0,jardin_botanique,ANQ493,17.375,1.291,0,0,0,17.379,1.259,27.678,48.046,68.428,-5,-15,-25,3.583,17.367,1.287,94,multiple,0,0,0,,,5,3,0,-185,11227,2591,7655,147.5,36.9,0,237.999,98,31822,0,0,5048,0
19,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
20,1,15300,92.86,0.883,False,3519,jardin_botanique,ANQ493,3.581,2.034,0,1,1,5.813,1.197,5.674,9.858,23.328,-5,-15,-25,-6.564,2.525,1.986,0,single_pore,0,1971,0,241.37,2.89,5,3,0,-185,11227,9299,0,86.93,37.6,30089,5658.046,290,11898,0,0,0,0
21,1,8361,-3.57,1.026,True,10109,jardin_botanique,ANQ493,-0.62,1.156,0,1,1,-0.663,1.201,4.64,15.075,25.153,-5,-15,-25,-5.419,-0.647,1.17,0,single_pore,0,6368,0,226.07,2.65,5,3,0,-185,11227,6172,0,79.51,30.8,31010,11077.765,17,13984,0,0,0,0
22,1,0,-9.13,0.153,False,0,jardin_botanique,ANQ493,-1.916,1.202,0,0,0,-1.915,1.199,-1.089,0.893,1.962,-5,-15,-25,-16.253,-1.944,1.193,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,11095.734,0,28140,0,0,0,0
23,1,2560,-0.62,1.077,True,2161,jardin_botanique,ANQ493,-1.751,1.234,0,1,1,-1.701,1.249,3.677,14.479,25.219,-5,-15,-25,-6.577,-1.755,1.248,0,single_pore,0,11962,0,234.77,2.67,5,3,0,-185,11227,0,0,,,16683,11094.015,45,26886,0,0,15,0
24,1,0,-0.36,0.006,False,0,jardin_botanique,ANQ493,-0.653,1.174,0,0,0,-0.655,1.173,-0.746,-0.785,-0.86,-5,-15,-25,115.326,-0.683,1.178,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40319
25,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
26,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,1187.968,0,0,0,0,0,0
27,1,7149,0.35,0.274,False,8440,jardin_botanique,ANQ493,-1.369,1.259,0,1,1,0.637,1.274,2.008,4.731,7.489,-5,-15,-25,-2.694,0.658,1.254,0,single_pore,0,3270,0,242.86,2.5,5,3,0,-185,11227,0,0,,,18859,11095.734,15,20036,0,0,0,0
28,1,3911,-2.24,1.085,True,4928,jardin_botanique,ANQ493,-1.93,1.255,0,1,1,-1.9,1.229,3.659,14.625,25.367,-5,-15,-25,-6.595,-1.827,1.262,0,single_pore,0,5693,0,232.71,2.55,5,3,0,-185,11227,7660,9680,86.9,29.6,22192,11094.015,82,12833,0,0,107,0
29,1,0,6.44,1.829,False,484,jardin_botanique,ANQ493,18.75,1.229,0,0,0,15.743,1.415,25.907,43.871,62.479,-5,-15,-25,4.106,15.7,1.333,2898,multiple,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,1851,23457,0,0,5807,0
30,1,4290,-3.67,0.959,True,3418,jardin_botanique,ANQ493,2.962,1.19,0,0,0,2.976,1.206,7.979,17.752,27.158,-5,-15,-25,-1.618,3.032,1.176,0,unavailable,0,524,0,212.89,4.46,5,3,0,-185,11227,0,6208,,,8232,11111.984,23,20012,0,0,0,0
31,1,2372,-1.52,1.125,True,1677,jardin_botanique,ANQ493,-6.103,1.225,0,1,1,-5.912,1.236,-0.477,10.848,22.021,-5,-15,-25,-10.402,-6.09,1.275,0,single_pore,0,16904,0,234.1,2.24,5,3,0,-185,11227,0,4195,,,20953,11077.969,0,17021,0,0,0,0
32,1,0,-1.29,0.009,False,0,jardin_botanique,ANQ493,-0.981,1.189,0,0,0,-0.957,1.169,-0.996,-0.845,-0.823,-5,-15,-25,-106.607,-1.007,1.142,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5673.968,0,0,0,0,0,40320
33,1,7030,-4.3,0.999,True,8448,jardin_botanique,ANQ493,3.676,1.211,0,1,1,3.571,1.192,8.762,18.964,28.736,-5,-15,-25,-1.158,3.638,1.208,0,single_pore,0,484,0,190.97,3.22,5,3,0,-185,11227,7125,0,61.74,32.4,23087,11111.984,0,22569,0,0,0,0
34,1,0,6.09,2.836,False,0,jardin_botanique,ANQ493,21.63,1.583,0,0,0,23.477,1.588,39.213,67.272,95.94,-5,-15,-25,3.788,21.853,1.516,21542,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,703,0,0,0,23438,0
35,1,0,-0.62,0.002,False,0,jardin_botanique,ANQ493,-0.888,1.151,0,0,0,-0.856,1.19,-0.893,-0.847,-0.863,-5,-15,-25,-258.661,-0.873,1.171,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
36,1,0,-0.56,0.006,False,0,jardin_botanique,ANQ493,-0.626,1.148,0,0,0,-0.605,1.167,-0.667,-0.699,-0.787,-5,-15,-25,91.516,-0.614,1.162,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
37,1,2599,-68.56,0.397,False,3583,jardin_botanique,ANQ493,3.193,1.446,0,0,0,2.582,1.399,5.446,12.845,13.388,-5,-15,-25,1.301,1.479,1.429,0,unavailable,0,1144,0,187.22,2.96,5,3,0,-185,11227,0,0,,,7326,5658.734,138,29251,0,0,0,0
38,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
39,1,6910,251.6,1.438,False,13129,jardin_botanique,ANQ493,3.513,1.324,0,1,1,-0.34,1.33,0.521,2.325,29.289,-5,-15,-25,-14.066,3.498,1.368,0,single_pore,0,3460,0,246.76,2.51,5,3,0,-185,11227,9970,0,86.32,39.6,33469,8604.843,0,11814,0,0,39,0
40,1,0,13.28,0.089,False,0,jardin_botanique,ANQ493,-2.387,1.232,0,0,0,-2.352,1.249,-2.267,-2.036,-0.477,-5,-15,-25,-35.043,-3.419,1.254,0,unavailable,0,165,0,244.16,1.8,5,3,0,-185,11227,0,3677,,,165,11077.765,0,28207,0,0,21,0
41,1,10949,-3.13,1.116,True,15278,jardin_botanique,ANQ493,-0.737,1.281,0,1,1,-0.574,1.275,5.116,16.43,27.431,-5,-15,-25,-5.369,-0.651,1.306,0,single_pore,0,5310,0,246.34,2.5,5,3,0,-185,11227,6775,0,88.43,32.0,38312,11077.765,0,5936,0,0,0,0
42,1,1973,-5.68,1.024,True,843,jardin_botanique,ANQ493,-5.925,1.225,0,1,1,-5.937,1.266,-0.616,9.907,19.862,-5,-15,-25,-10.512,-5.915,1.251,0,single_pore,0,33635,0,209.52,2.21,5,3,0,-185,11227,3302,0,86.41,26.3,39753,11094.015,13,1221,0,0,0,0
43,1,1070,-0.97,0.853,True,917,jardin_botanique,ANQ493,7.102,1.329,0,0,0,7.384,1.297,11.335,19.913,28.394,-5,-15,-25,3.308,7.361,1.306,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,1987,237.999,12,37855,0,0,0,0
44,1,0,1.41,0.945,True,10617,jardin_botanique,ANQ493,6.928,1.206,0,1,1,6.799,1.172,11.915,21.296,30.818,-5,-15,-25,2.581,6.971,1.237,0,single_pore,0,102,0,226.58,3.88,5,3,0,-185,11227,0,0,,,10719,11111.984,1599,19092,0,0,0,0
45,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
46,1,6236,-3.94,1.081,True,7499,jardin_botanique,ANQ493,-0.603,1.188,0,1,1,-0.605,1.201,4.994,16.0,26.612,-5,-15,-25,-5.321,-0.616,1.186,0,single_pore,0,2936,0,234.51,3.28,5,3,0,-185,11227,6798,0,82.61,37.9,23469,11094.015,0,22181,0,0,215,0
47,1,0,-1.15,0.01,False,0,jardin_botanique,ANQ493,-0.602,1.1,0,0,0,-0.592,1.099,-0.679,-0.718,-0.872,-5,-15,-25,50.082,-0.601,1.106,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
48,1,11688,-2.75,1.023,True,8534,jardin_botanique,ANQ493,-1.35,1.232,0,1,1,-1.319,1.224,3.864,14.227,24.315,-5,-15,-25,-6.177,-1.359,1.247,0,single_pore,0,6141,0,227.6,2.84,5,3,0,-185,11227,12946,0,80.46,35.8,39309,11111.984,10,3057,0,0,0,0
49,1,0,-0.64,0.012,False,0,jardin_botanique,ANQ493,-0.593,1.187,0,0,0,-0.591,1.22,-0.616,-0.703,-0.854,-5,-15,-25,39.436,-0.592,1.213,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,5421.062,0,0,0,0,0,40997
50,1,0,0.01,0.01,False,0,jardin_botanique,ANQ493,-1.964,0.847,0,0,0,-1.985,0.838,-2.024,-2.129,-2.233,-5,-15,-25,183.699,-1.962,0.843,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
51,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
52,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
53,1,8234,-4.59,1.077,True,11260,jardin_botanique,ANQ493,-1.691,1.26,0,1,1,-1.64,1.253,3.859,14.855,25.392,-5,-15,-25,-6.347,-1.676,1.259,0,single_pore,0,4893,0,235.34,2.41,5,3,0,-185,11227,14566,0,84.06,33.2,38953,11094.015,90,5309,0,0,0,0
54,1,0,-4.68,1.114,True,961,jardin_botanique,ANQ493,2.797,1.284,0,1,1,2.912,1.278,8.679,20.058,30.969,-5,-15,-25,-2.145,2.87,1.293,0,single_pore,0,11503,0,252.61,2.4,5,3,0,-185,11227,0,0,,,12464,5673.968,0,29236,0,0,197,0
55,1,4066,-3.54,1.035,True,11206,jardin_botanique,ANQ493,-2.311,1.221,0,1,1,-2.368,1.214,2.997,13.527,23.703,-5,-15,-25,-7.049,-2.334,1.241,0,single_pore,0,6590,0,223.85,2.51,5,3,0,-185,11227,4412,0,82.37,29.1,26274,11077.765,46,16924,0,0,0,0
56,1,5992,-0.9,1.058,True,10064,jardin_botanique,ANQ493,-0.42,1.216,0,1,1,-0.396,1.208,5.042,15.664,26.196,-5,-15,-25,-5.219,-0.354,1.211,0,single_pore,0,1937,0,238.29,2.58,5,3,0,-185,11227,16863,0,82.38,36.0,34856,11094.015,0,10212,0,0,0,0
57,1,11170,-5.24,1.053,True,11653,jardin_botanique,ANQ493,-0.712,1.192,0,1,1,-0.694,1.184,4.73,15.526,25.798,-5,-15,-25,-5.43,-0.63,1.192,0,single_pore,0,7256,0,229.97,2.98,5,3,0,-185,11227,10826,0,81.3,37.8,40905,11078.453,0,3926,0,0,0,0
58,1,6444,18.62,0.223,False,8407,jardin_botanique,ANQ493,-1.122,1.16,0,1,1,-0.97,1.154,-0.742,0.552,3.708,-5,-15,-25,-15.02,-1.652,1.15,0,single_pore,0,2208,0,231.54,4.15,5,3,0,-185,11227,5782,4285,85.66,31.8,22841,5657.718,13,18978,0,0,0,0
59,1,4135,-2.22,1.036,True,5847,jardin_botanique,ANQ493,-0.761,1.165,0,1,1,-0.798,1.207,4.157,14.631,24.883,-5,-15,-25,-5.953,-0.804,1.164,0,single_pore,0,1986,0,230.06,3.71,5,3,0,-185,11227,13643,0,80.91,34.9,25611,11094.015,16,20443,0,0,0,0
60,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
61,1,0,-0.08,0.005,False,0,jardin_botanique,ANQ493,-1.211,1.23,0,0,0,-1.249,1.266,-1.362,-1.404,-1.454,-5,-15,-25,285.028,-1.226,1.242,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,3533.593,0,0,0,0,0,40320
62,1,0,-0.84,0.01,False,0,jardin_botanique,ANQ493,-0.897,1.164,0,0,0,-0.893,1.167,-0.935,-0.995,-1.139,-5,-15,-25,74.929,-0.875,1.159,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
63,1,0,-0.52,0.01,False,0,jardin_botanique,ANQ493,-2.309,0.888,0,0,0,-2.346,0.891,-2.38,-2.45,-2.572,-5,-15,-25,230.88,-2.356,0.885,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
64,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
65,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
66,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
67,1,0,0.27,0.008,False,0,jardin_botanique,ANQ493,-1.497,0.864,0,0,0,-1.484,0.892,-1.522,-1.616,-1.683,-5,-15,-25,177.773,-1.498,0.875,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
