Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
1241,134101,68819,65282,0,636269966,31359779,56394109,52882901,636269966
1242,134101,68819,65282,0,636269966,31359779,56394109,52882901,636269966
1243,134101,68819,65282,0,636269966,31359779,56394109,52882901,636269966
1244,134101,68819,65282,0,636269966,31359779,56394109,52882901,636269966
1245,134101,68819,65282,0,636269966,31359779,56394109,52882901,636269966
1246,134102,68819,65282,0,636275115,31360013,56394530,52882901,636269966
1247,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1248,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1249,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1250,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1251,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1252,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1253,134102,68819,65283,0,636275115,31360013,56394530,52883359,636275115
1254,134103,68819,65283,0,636279467,31360193,56394854,52883359,636275115
1255,134103,68819,65284,0,636279467,31360193,56394854,52883720,636279467
1256,134105,68819,65284,0,636293163,31360807,56395958,52883720,636279467
1257,134107,68819,65288,0,636303148,31361165,56396601,52885234,636303148
1258,134107,68819,65288,0,636303148,31361165,56396601,52885234,636303148
1259,134108,68819,65288,0,636307292,31361351,56396935,52885234,636303148
1260,134112,68819,65293,0,636339035,31362470,56398948,52887488,636339035
1261,134115,68819,65294,0,636359732,31363345,56400522,52888393,636349194
1262,134117,68819,65294,0,636377972,31364166,56401999,52888393,636349194
1263,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1264,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1265,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1266,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1267,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1268,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1269,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1270,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1271,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1272,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1273,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1274,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1275,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1276,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1277,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1278,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1279,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1280,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1281,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1282,134117,68819,65298,0,636377972,31364166,56401999,52890605,636377972
1283,134119,68819,65298,0,636384585,31364458,56402524,52890605,636377972
1284,134120,68819,65301,0,636393852,31364752,56403053,52891672,636393852
1285,134120,68819,65301,0,636393852,31364752,56403053,52891672,636393852
1286,134122,68819,65302,0,636406487,31365320,56404075,52892344,636401697
1287,134122,68819,65302,0,636406487,31365320,56404075,52892344,636401697
1288,134123,68819,65304,0,636413550,31365646,56404661,52893333,636413550
1289,134123,68819,65304,0,636413550,31365646,56404661,52893333,636413550
1290,134124,68819,65305,0,636419007,31365780,56404902,52893600,636419007
1291,134125,68819,65305,0,636430109,31366288,56405816,52893600,636419007
1292,134126,68819,65306,0,636434776,31366493,56406185,52894424,636430109
1293,134126,68819,65307,0,636434776,31366493,56406185,52894873,636434776
1294,134127,68819,65308,0,636437775,31366634,56406438,52895152,636437775
1295,134127,68819,65308,0,636437775,31366634,56406438,52895152,636437775
1296,134127,68819,65308,0,636437775,31366634,56406438,52895152,636437775
1297,134127,68819,65308,0,636437775,31366634,56406438,52895152,636437775
1298,134129,68819,65309,0,636452201,31366993,56407083,52895441,636441164
1299,134129,68819,65309,0,636452201,31366993,56407083,52895441,636441164
1300,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1301,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1302,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1303,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1304,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1305,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1306,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1307,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1308,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1309,134129,68819,65310,0,636452201,31366993,56407083,52896131,636452201
1310,134141,68821,65320,0,636521568,31370173,56412801,52901246,636521568
1311,134146,68821,65321,0,636553514,31371531,56415243,52901845,636532085
1312,134168,68822,65339,0,636680603,31377258,56425544,52909166,636650284
1313,134194,68834,65357,0,636784452,31382552,56435063,52919040,636771887
1314,134218,68834,65357,0,636919132,31388752,56446214,52919040,636771887
1315,134241,68840,65378,0,637039411,31394324,56456236,52929499,636919132
1316,134265,68850,65391,0,637160227,31399756,56466006,52938050,637039411
1317,134288,68854,65414,0,637285646,31405471,56476284,52947997,637182067
1318,134305,68857,65434,0,637365659,31408988,56482607,52956650,637295773
1319,134330,68861,65448,0,637507380,31415167,56493722,52962933,637389026
1320,134348,68868,65469,0,637600860,31419400,56501335,52973747,637554309
1321,134370,68875,65483,0,637718005,31424778,56511005,52981201,637658400
1322,134386,68880,65499,0,637834302,31429747,56519942,52989556,637773284
1323,134414,68889,65518,0,638276729,31446727,56550495,53023127,638231933
1324,134434,68897,65535,0,638379604,31451405,56558909,53032589,638365680
1325,134457,68897,65535,0,638512978,31457151,56569244,53032589,638365680
1326,134469,68906,65552,0,638588563,31460784,56575780,53042073,638515598
1327,134486,68908,65564,0,638682724,31465225,56583767,53048089,638599632
1328,134510,68912,65577,0,638804576,31471133,56594390,53055482,638701661
1329,134532,68919,65597,0,638918949,31476187,56603476,53065382,638841235
1330,134549,68926,65616,0,639026399,31480913,56611975,53074907,638983200
1331,134561,68928,65630,0,639088032,31483943,56617426,53081829,639075593
1332,134590,68940,65646,0,639248209,31491726,56631424,53093634,639232758
1333,134609,68944,65664,0,639353847,31496576,56640147,53102008,639342935
1334,134638,68944,65664,0,639510468,31504193,56653844,53102008,639342935
1335,134657,68952,65686,0,639608779,31508687,56661927,53114786,639510468
1336,134678,68956,65703,0,639714479,31513603,56670767,53123107,639621900
1337,134697,68961,65723,0,639808221,31517421,56677631,53131558,639743188
1338,134721,68964,65740,0,639955162,31524020,56689497,53139449,639854914
1339,134747,68970,65763,0,640080232,31529963,56700186,53151252,640019689
1340,134768,68974,65784,0,640188691,31535145,56709506,53160344,640134495
1341,134800,68985,65810,0,640383188,31544077,56725574,53175606,640345654
1342,134818,68993,65821,0,640481300,31548524,56733569,53184263,640466510
1343,134849,68998,65848,0,640637582,31555859,56746759,53195187,640619115
1344,134863,68998,65848,0,640710915,31559289,56752927,53195187,640619115
1345,134885,69002,65860,0,640827356,31564606,56762488,53201172,640704025
1346,134897,69010,65875,0,640904532,31567994,56768582,53209695,640827356
1347,134912,69015,65888,0,640973407,31571015,56774013,53216554,640933688
1348,134926,69018,65896,0,641070495,31574864,56780935,53220332,640989161
1349,134944,69020,65918,0,641166739,31579085,56788528,53229823,641138373
1350,134961,69026,65930,0,641260875,31583626,56796697,53236474,641235103
1351,134976,69029,65942,0,641335260,31587018,56802797,53242475,641317065
1352,134997,69034,65963,0,641475914,31593177,56813875,53253257,641475914
1353,135020,69034,65963,0,641589929,31598618,56823661,53253257,641475914
1354,135040,69039,65981,0,641687365,31603343,56832157,53261968,641589929
1355,135057,69042,65999,0,641781927,31607269,56839217,53270250,641694298
1356,135079,69044,66018,0,641880370,31611911,56847565,53277276,641799768
1357,135096,69050,66037,0,641995953,31616797,56856353,53287101,641938356
1358,135110,69053,66050,0,642082131,31620378,56862793,53292831,642029527
1359,135127,69055,66064,0,642201865,31625181,56871431,53300832,642158556
1360,135143,69061,66081,0,642297266,31629665,56879495,53309413,642286056
1361,135159,69061,66082,0,642379332,31633338,56886098,53309621,642288891
1362,135176,69067,66090,0,642462360,31637010,56892702,53315079,642370315
1363,135199,69071,66107,0,642599128,31642719,56902970,53322289,642473363
1364,135212,69076,66126,0,642683344,31646381,56909558,53331365,642619249
1365,135232,69081,66139,0,642792861,31651109,56918060,53338508,642728613
1366,135250,69085,66158,0,642876002,31654924,56924921,53346173,642845085
1367,135262,69087,66170,0,642940630,31658063,56930567,53351767,642918750
1368,135277,69090,66184,0,643024746,31661970,56937594,53358385,643003118
1369,135288,69090,66198,0,643072209,31664330,56941838,53363906,643072209
1370,135299,69090,66198,0,643121652,31666641,56945994,53363906,643072209
1371,135312,69090,66210,0,643178705,31669419,56950989,53368203,643127235
1372,135328,69091,66223,0,643277636,31673761,56958798,53373533,643190220
1373,135346,69095,66240,0,643385297,31678495,56967310,53382498,643321235
1374,135353,69095,66255,0,643421642,31680196,56970368,53387812,643400584
1375,135368,69098,66266,0,643491395,31683434,56976190,53393425,643477638
1376,135386,69102,66281,0,643572402,31687435,56983384,53399844,643559366
1377,135406,69109,66297,0,643691775,31692786,56993007,53408779,643691775
1378,135423,69109,66297,0,643783179,31696865,57000343,53408779,643691775
1379,135437,69112,66313,0,643860543,31700480,57006844,53415672,643793561
1380,135452,69115,66325,0,643926802,31703843,57012891,53421736,643876982
1381,135467,69116,66339,0,644017323,31707941,57020262,53427097,643941265
1382,135484,69119,66355,0,644154238,31713635,57030506,53435518,644066651
1383,135512,69125,66371,0,644306097,31720686,57043185,53446737,644232460
1384,135528,69129,66391,0,644393508,31724631,57050280,53454885,644348966
1385,135550,69133,66411,0,644535216,31730993,57061722,53464902,644488732
1386,135568,69138,66428,0,644630694,31735354,57069564,53473788,644620322
1387,135586,69138,66428,0,644729379,31739994,57077911,53473788,644620322
1388,135609,69145,66441,0,644838963,31745030,57086965,53481671,644729379
1389,135628,69151,66462,0,644925886,31749001,57094104,53490714,644856865
1390,135651,69156,66479,0,645038957,31754269,57103576,53497749,644965500
1391,135670,69163,66495,0,645139043,31759046,57112167,53505830,645069451
1392,135693,69168,66514,0,645262045,31764733,57122394,53515422,645202053
1393,135711,69171,66531,0,645355540,31769035,57130131,53523405,645309376
1394,135733,69172,66551,0,645460445,31773984,57139031,53531675,645418776
1395,135757,69178,66577,0,645578720,31779645,57149210,53543321,645563637
1396,135775,69178,66577,0,645674316,31783971,57156989,53543321,645563637
1397,135785,69180,66595,0,645732560,31786762,57162007,53551403,645674316
1398,135801,69181,66605,0,645813743,31790508,57168742,53556434,645738425
1399,135819,69182,66624,0,645896366,31794479,57175884,53563333,645832694
1400,135826,69189,66636,0,645942209,31796423,57179380,53570716,645936256
1401,135831,69189,66642,0,645967247,31797293,57180943,53572736,645967247
1402,135831,69189,66642,0,645967247,31797293,57180943,53572736,645967247
1403,135835,69189,66642,0,645985317,31798146,57182477,53572736,645967247
1404,135835,69191,66644,0,645985317,31798146,57182477,53574076,645985317
1405,135848,69191,66650,0,646038366,31800635,57186950,53576143,646012290
1406,135859,69195,66661,0,646118046,31804057,57193104,53581518,646091865
1407,135873,69196,66676,0,646178618,31806822,57198076,53587180,646172745
1408,135888,69196,66682,0,646247236,31810145,57204051,53589002,646196364
1409,135907,69198,66689,0,646371021,31815626,57213910,53592305,646240356
1410,135913,69200,66707,0,646407713,31817033,57216440,53601387,646371021
1411,135928,69200,66717,0,646500564,31821035,57223639,53604953,646439464
1412,135938,69203,66729,0,646562034,31823859,57228719,53611223,646522313
1413,135947,69206,66739,0,646609063,31825944,57232468,53616277,646601422
1414,135955,69207,66747,0,646655552,31827890,57235968,53619571,646652410
1415,135963,69207,66756,0,646700849,31830121,57239980,53623423,646700849
1416,135976,69207,66756,0,646765538,31833016,57245186,53623423,646700849
1417,135980,69211,66765,0,646781006,31833726,57246463,53627856,646765538
1418,135983,69213,66768,0,646795655,31834248,57247401,53629517,646787266
1419,135988,69215,66771,0,646832831,31835919,57250407,53631790,646818897
1420,135989,69216,66773,0,646837442,31836161,57250842,53632986,646837442
1421,135994,69216,66777,0,646860859,31837089,57252511,53634058,646853700
1422,135999,69216,66777,0,646887384,31838170,57254454,53634058,646853700
1423,136003,69217,66783,0,646911667,31839261,57256416,53636676,646895111
1424,136008,69218,66786,0,646946532,31840626,57258870,53638476,646921401
1425,136012,69221,66790,0,646968285,31841671,57260749,53641475,646964780
1426,136016,69221,66793,0,646982378,31842355,57261979,53642305,646976632
1427,136036,69221,66793,0,647081637,31846489,57269413,53642305,646976632
1428,136047,69224,66812,0,647130508,31848707,57273402,53649151,647081637
1429,136056,69226,66821,0,647180356,31851189,57277865,53652684,647130508
1430,136064,69226,66833,0,647231601,31853446,57281924,53658611,647203549
1431,136078,69227,66845,0,647327076,31857071,57288442,53663545,647286363
1432,136091,69234,66856,0,647385016,31859878,57293489,53669851,647381174
1433,136103,69236,66867,0,647444414,31862804,57298751,53674418,647444414
1434,136109,69236,66867,0,647472122,31864038,57300970,53674418,647444414
1435,136119,69236,66875,0,647527619,31866147,57304761,53676914,647486248
1436,136131,69238,66884,0,647602052,31869372,57310563,53680731,647540937
1437,136143,69242,66895,0,647666254,31872285,57315801,53687386,647638414
1438,136152,69244,66904,0,647705257,31874156,57319165,53690757,647687460
1439,136162,69244,66917,0,647744113,31876086,57322635,53695288,647740942
1440,136174,69244,66917,0,647812722,31879191,57328217,53695288,647740942
1441,136184,69248,66926,0,647869466,31881494,57332358,53700119,647812722
1442,136193,69248,66936,0,647926333,31883780,57336469,53703591,647869466
1443,136203,69253,66946,0,647986840,31886258,57340925,53709280,647962152
1444,136226,69256,66963,0,648100209,31891621,57350570,53716019,648066512
1445,136235,69261,66973,0,648151601,31893936,57354734,53721962,648148207
1446,136249,69261,66973,0,648225895,31897603,57361329,53721962,648148207
1447,136258,69263,66986,0,648291406,31900446,57366443,53727610,648225895
1448,136274,69263,66998,0,648375500,31904485,57373707,53732800,648304200
1449,136286,69267,67012,0,648438857,31907436,57379014,53739904,648402275
1450,136289,69269,67018,0,648468679,31908854,57381565,53743228,648449297
1451,136292,69271,67021,0,648484768,31909545,57382807,53745516,648484768
1452,136303,69271,67021,0,648543426,31912145,57387483,53745516,648484768
1453,136307,69272,67031,0,648560688,31912951,57388932,53749334,648543426
1454,136313,69273,67036,0,648587237,31914333,57391418,53751285,648568517
1455,136316,69274,67042,0,648603554,31914978,57392577,53753928,648603554
