channel,well,flow_cell_id,experiment_tag,seconds_since_start_of_run,initial_0mv_current_pa,initial_0mv_current_std,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,group_1_adjusted_offset_0mv_mean,group_1_adjusted_offset_0mv_std,scan_running_voltage_mv,scan_offset_voltage_mv,reserve_pore_intercept_median_mv,group_1_offset_voltage_mv,mux_scan_assessment,total_time_active,total_good_samples,pore_median,pore_sd,strand_range,strand_median,include_well,group_order,conductance,intercept,collinear_confidence,conductance_filtered_data,initial_voltage_0_mv,initial_current_0_pa,initial_voltage_1_mv,initial_current_1_pa,initial_voltage_2_mv,initial_current_2_pa,multiple,pore_1,pore,event,adapter,strand,strand2,unavailable,zero,unknown_positive,unknown_negative,unclassed,transition,mux_uncertain,offset_0mv_mean,offset_0mv_std,intercept_adjusted_0mv_current_pa_0mv_mean,intercept_adjusted_0mv_current_pa_0mv_std,scan_number
315,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
315,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.584,0.471,-180,5,10.718,10,zero,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-130.703,0.14,False,-10,-0.485,-20,-0.452,-30,-0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.528,0.463,-0.555,0.468,2
316,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
316,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,187.252,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
316,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
316,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
317,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
317,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.78,1.264,-180,5,10.718,10,zero,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,-103.216,0.04,False,-10,-0.447,-20,-0.401,-30,-0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44800.0,0.0,0.0,0.0,0.0,0.0,-0.501,0.502,-0.512,0.507,2
317,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
317,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
318,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,39.296,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
318,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,218.174,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
318,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.678,0.458,-180,5,10.718,10,zero,268.827,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,-127.173,-0.1,False,-10,-0.601,-20,-0.545,-30,-0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.632,0.457,-0.663,0.464,2
318,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.592,0.462,-180,5,10.718,10,zero,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-236.727,0.03,False,-10,-0.533,-20,-0.511,-30,-0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.563,0.451,-0.571,0.455,2
319,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
319,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
319,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
319,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
320,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
320,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
320,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.395,0.471,-180,5,10.718,10,zero,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-163.393,0.22,False,-10,-0.346,-20,-0.336,-30,-0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.371,0.472,-0.383,0.472,2
320,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
321,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
321,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
321,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
321,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
322,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
322,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
322,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,1590.359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
322,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
323,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
323,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.765,1.684,-180,5,10.718,10,zero,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.006,-65.041,-0.29,False,-10,-0.316,-20,-0.246,-30,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.356,0.561,-0.392,0.566,2
323,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
323,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
324,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
324,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
324,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
324,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
325,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
325,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
325,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
325,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.173,0.428,-180,5,10.718,10,zero,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.006,-19.613,0.16,False,-10,-0.055,-20,-0.003,-30,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.127,0.43,-0.148,0.426,2
326,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
326,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
326,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.61,0.452,-180,5,10.718,10,zero,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-130.721,0.14,False,-10,-0.509,-20,-0.474,-30,-0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.567,0.452,-0.599,0.458,2
326,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
327,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
327,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
327,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.446,0.462,-180,5,10.718,10,zero,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,-89.387,-0.07,False,-10,-0.363,-20,-0.314,-30,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.404,0.452,-0.441,0.447,2
327,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
328,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
328,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
328,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
328,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
329,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
329,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,325.705,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
329,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
329,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.336,0.56,-180,5,10.718,10,zero,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.007,-40.959,0.01,False,-10,-0.215,-20,-0.146,-30,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.273,0.556,-0.311,0.568,2
330,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.582,0.52,-180,5,10.718,10,zero,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-145.334,0.04,False,-10,-0.487,-20,-0.453,-30,-0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.536,0.527,-0.581,0.522,2
330,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,1163.377,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
330,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.811,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
330,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.673,0.527,-180,5,10.718,10,zero,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-133.605,0.37,False,-10,-0.573,-20,-0.547,-30,-0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.632,0.519,-0.658,0.523,2
331,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
331,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.814,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
331,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,38.077,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
331,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,,,-180,5,10.718,10,saturated,37.079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2
332,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,5563,0.0,0.0,0.0,0.0,-0.748,0.537,-180,5,10.718,10,zero,38.514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,-150.218,-0.1,False,-10,-0.663,-20,-0.611,-30,-0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.715,0.527,-0.726,0.531,2
